utterance_id,speaker_id,route_split,source_split,source_row_indices,variants_averaged
Ses01F_script03_1_F024,Ses01F,private,test,45,1
Ses01F_script03_1_F029,Ses01F,private,train,345;4769;9193,3
Ses01F_script03_1_F030,Ses01F,private,train,346;4770;9194,3
Ses01F_script03_1_M005,Ses01M,private,train,347;4771;9195,3
Ses01F_script03_1_M007,Ses01M,private,dev,40,1
Ses01F_script03_1_M008,Ses01M,private,train,348;4772;9196,3
Ses01F_script03_1_M009,Ses01M,private,train,349;4773;9197,3
Ses01F_script03_1_M010,Ses01M,private,train,350;4774;9198,3
Ses01F_script03_1_M013,Ses01M,private,train,351;4775;9199,3
Ses01F_script03_1_M018,Ses01M,private,train,352;4776;9200,3
Ses01F_script03_1_M021,Ses01M,private,test,46,1
Ses01F_script03_1_M024,Ses01M,private,train,353;4777;9201,3
Ses01F_script03_1_M025,Ses01M,private,train,354;4778;9202,3
Ses01F_script03_1_M026,Ses01M,private,train,355;4779;9203,3
Ses01F_script03_1_M034,Ses01M,private,train,356;4780;9204,3
Ses01F_script03_1_M036,Ses01M,private,train,357;4781;9205,3
Ses01F_script03_1_M037,Ses01M,private,dev,41,1
Ses01F_script03_2_F000,Ses01F,private,train,358;4782;9206,3
Ses01F_script03_2_F001,Ses01F,private,train,359;4783;9207,3
Ses01F_script03_2_F002,Ses01F,private,dev,42,1
Ses01F_script03_2_F004,Ses01F,private,dev,43,1
Ses01F_script03_2_F005,Ses01F,private,dev,44,1
Ses01F_script03_2_F013,Ses01F,private,train,360;4784;9208,3
Ses01F_script03_2_F014,Ses01F,private,train,361;4785;9209,3
Ses01F_script03_2_F015,Ses01F,private,train,362;4786;9210,3
Ses01F_script03_2_F016,Ses01F,private,train,363;4787;9211,3
Ses01F_script03_2_F017,Ses01F,private,train,364;4788;9212,3
Ses01F_script03_2_F018,Ses01F,private,train,365;4789;9213,3
Ses01F_script03_2_F021,Ses01F,private,train,366;4790;9214,3
Ses01F_script03_2_F022,Ses01F,private,train,367;4791;9215,3
Ses01F_script03_2_F023,Ses01F,private,train,368;4792;9216,3
Ses01F_script03_2_F024,Ses01F,private,train,369;4793;9217,3
Ses01F_script03_2_F025,Ses01F,private,dev,45,1
Ses01F_script03_2_F026,Ses01F,private,train,370;4794;9218,3
Ses01F_script03_2_F027,Ses01F,private,train,371;4795;9219,3
Ses01F_script03_2_F028,Ses01F,private,train,372;4796;9220,3
Ses01F_script03_2_F029,Ses01F,private,train,373;4797;9221,3
Ses01F_script03_2_F030,Ses01F,private,train,374;4798;9222,3
Ses01F_script03_2_F031,Ses01F,private,train,375;4799;9223,3
Ses01F_script03_2_F032,Ses01F,private,train,376;4800;9224,3
Ses01F_script03_2_F034,Ses01F,private,train,377;4801;9225,3
Ses01F_script03_2_F035,Ses01F,private,train,378;4802;9226,3
Ses01F_script03_2_F036,Ses01F,private,train,379;4803;9227,3
Ses01F_script03_2_F037,Ses01F,private,train,380;4804;9228,3
Ses01F_script03_2_F038,Ses01F,private,train,381;4805;9229,3
Ses01F_script03_2_F039,Ses01F,private,train,382;4806;9230,3
Ses01F_script03_2_F040,Ses01F,private,train,383;4807;9231,3
Ses01F_script03_2_M001,Ses01M,private,train,384;4808;9232,3
Ses01F_script03_2_M002,Ses01M,private,test,47,1
Ses01F_script03_2_M004,Ses01M,private,test,48,1
Ses01F_script03_2_M007,Ses01M,private,train,385;4809;9233,3
Ses01F_script03_2_M010,Ses01M,private,train,386;4810;9234,3
Ses01F_script03_2_M011,Ses01M,private,train,387;4811;9235,3
Ses01F_script03_2_M014,Ses01M,private,train,388;4812;9236,3
Ses01F_script03_2_M016,Ses01M,private,train,389;4813;9237,3
Ses01F_script03_2_M018,Ses01M,private,train,390;4814;9238,3
Ses01F_script03_2_M019,Ses01M,private,train,391;4815;9239,3
Ses01F_script03_2_M020,Ses01M,private,train,392;4816;9240,3
Ses01F_script03_2_M021,Ses01M,private,train,393;4817;9241,3
Ses01F_script03_2_M022,Ses01M,private,dev,46,1
Ses01F_script03_2_M023,Ses01M,private,train,394;4818;9242,3
Ses01F_script03_2_M024,Ses01M,private,train,395;4819;9243,3
Ses01F_script03_2_M025,Ses01M,private,train,396;4820;9244,3
Ses01F_script03_2_M026,Ses01M,private,train,397;4821;9245,3
Ses01F_script03_2_M027,Ses01M,private,test,49,1
Ses01F_script03_2_M029,Ses01M,private,train,398;4822;9246,3
Ses01F_script03_2_M030,Ses01M,private,test,50,1
Ses01F_script03_2_M031,Ses01M,private,train,399;4823;9247,3
Ses01F_script03_2_M032,Ses01M,private,train,400;4824;9248,3
Ses01F_script03_2_M033,Ses01M,private,train,401;4825;9249,3
Ses01F_script03_2_M034,Ses01M,private,train,402;4826;9250,3
Ses01F_script03_2_M035,Ses01M,private,test,51,1
Ses01F_script03_2_M036,Ses01M,private,train,403;4827;9251,3
Ses01F_script03_2_M037,Ses01M,private,train,404;4828;9252,3
Ses01F_script03_2_M038,Ses01M,private,train,405;4829;9253,3
Ses01F_script03_2_M039,Ses01M,private,dev,47,1
Ses01F_script03_2_M040,Ses01M,private,train,406;4830;9254,3
Ses01M_impro01_F000,Ses01F,private,train,407;4831;9255,3
Ses01M_impro01_F001,Ses01F,private,dev,48,1
Ses01M_impro01_F007,Ses01F,private,train,408;4832;9256,3
Ses01M_impro01_F008,Ses01F,private,train,409;4833;9257,3
Ses01M_impro01_F011,Ses01F,private,train,410;4834;9258,3
Ses01M_impro01_F012,Ses01F,private,train,411;4835;9259,3
Ses01M_impro01_F019,Ses01F,private,train,412;4836;9260,3
Ses01M_impro01_F020,Ses01F,private,train,413;4837;9261,3
Ses01M_impro01_F021,Ses01F,private,train,414;4838;9262,3
Ses01M_impro01_F022,Ses01F,private,train,415;4839;9263,3
Ses01M_impro01_F024,Ses01F,private,dev,49,1
Ses01M_impro01_F025,Ses01F,private,train,416;4840;9264,3
Ses01M_impro01_M003,Ses01M,private,train,417;4841;9265,3
Ses01M_impro01_M010,Ses01M,private,train,418;4842;9266,3
Ses01M_impro01_M020,Ses01M,private,train,419;4843;9267,3
Ses01M_impro01_M025,Ses01M,private,train,420;4844;9268,3
Ses01M_impro01_M030,Ses01M,private,train,421;4845;9269,3
Ses01M_impro01_M031,Ses01M,private,train,422;4846;9270,3
Ses01M_impro01_M032,Ses01M,private,train,423;4847;9271,3
Ses01M_impro02_F000,Ses01F,private,train,424;4848;9272,3
Ses01M_impro02_F009,Ses01F,private,train,425;4849;9273,3
Ses01M_impro02_F010,Ses01F,private,train,426;4850;9274,3
Ses01M_impro02_F013,Ses01F,private,train,427;4851;9275,3
Ses01M_impro02_F015,Ses01F,private,test,52,1
Ses01M_impro02_F017,Ses01F,private,train,428;4852;9276,3
Ses01M_impro02_F019,Ses01F,private,train,429;4853;9277,3
Ses01M_impro02_M000,Ses01M,private,train,430;4854;9278,3
Ses01M_impro02_M001,Ses01M,private,train,431;4855;9279,3
Ses01M_impro02_M002,Ses01M,private,train,432;4856;9280,3
Ses01M_impro02_M003,Ses01M,private,train,433;4857;9281,3
Ses01M_impro02_M007,Ses01M,private,train,434;4858;9282,3
Ses01M_impro02_M009,Ses01M,private,train,435;4859;9283,3
Ses01M_impro02_M010,Ses01M,private,train,436;4860;9284,3
Ses01M_impro02_M011,Ses01M,private,train,437;4861;9285,3
Ses01M_impro02_M012,Ses01M,private,train,438;4862;9286,3
Ses01M_impro02_M013,Ses01M,private,test,53,1
Ses01M_impro02_M014,Ses01M,private,train,439;4863;9287,3
Ses01M_impro02_M015,Ses01M,private,train,440;4864;9288,3
Ses01M_impro02_M016,Ses01M,private,train,441;4865;9289,3
Ses01M_impro02_M017,Ses01M,private,train,442;4866;9290,3
Ses01M_impro02_M018,Ses01M,private,train,443;4867;9291,3
Ses01M_impro02_M019,Ses01M,private,train,444;4868;9292,3
Ses01M_impro02_M020,Ses01M,private,train,445;4869;9293,3
Ses01M_impro02_M021,Ses01M,private,train,446;4870;9294,3
Ses01M_impro02_M022,Ses01M,private,train,447;4871;9295,3
Ses01M_impro02_M023,Ses01M,private,test,54,1
Ses01M_impro02_M025,Ses01M,private,test,55,1
Ses01M_impro03_F002,Ses01F,private,train,448;4872;9296,3
Ses01M_impro03_F003,Ses01F,private,train,449;4873;9297,3
Ses01M_impro03_F004,Ses01F,private,train,450;4874;9298,3
Ses01M_impro03_F005,Ses01F,private,train,451;4875;9299,3
Ses01M_impro03_F006,Ses01F,private,train,452;4876;9300,3
Ses01M_impro03_F007,Ses01F,private,train,453;4877;9301,3
Ses01M_impro03_F008,Ses01F,private,train,454;4878;9302,3
Ses01M_impro03_F009,Ses01F,private,train,455;4879;9303,3
Ses01M_impro03_F010,Ses01F,private,train,456;4880;9304,3
Ses01M_impro03_F011,Ses01F,private,dev,50,1
Ses01M_impro03_F012,Ses01F,private,test,56,1
Ses01M_impro03_F013,Ses01F,private,train,457;4881;9305,3
Ses01M_impro03_F014,Ses01F,private,test,57,1
Ses01M_impro03_F015,Ses01F,private,dev,51,1
Ses01M_impro03_F016,Ses01F,private,train,458;4882;9306,3
Ses01M_impro03_F017,Ses01F,private,train,459;4883;9307,3
Ses01M_impro03_F018,Ses01F,private,train,460;4884;9308,3
Ses01M_impro03_F019,Ses01F,private,train,461;4885;9309,3
Ses01M_impro03_F020,Ses01F,private,train,462;4886;9310,3
Ses01M_impro03_F021,Ses01F,private,train,463;4887;9311,3
Ses01M_impro03_F022,Ses01F,private,train,464;4888;9312,3
Ses01M_impro03_F023,Ses01F,private,train,465;4889;9313,3
Ses01M_impro03_F024,Ses01F,private,train,466;4890;9314,3
Ses01M_impro03_F025,Ses01F,private,train,467;4891;9315,3
Ses01M_impro03_F026,Ses01F,private,train,468;4892;9316,3
Ses01M_impro03_M000,Ses01M,private,train,469;4893;9317,3
Ses01M_impro03_M001,Ses01M,private,test,58,1
Ses01M_impro03_M003,Ses01M,private,train,470;4894;9318,3
Ses01M_impro03_M004,Ses01M,private,train,471;4895;9319,3
Ses01M_impro03_M005,Ses01M,private,train,472;4896;9320,3
Ses01M_impro03_M006,Ses01M,private,train,473;4897;9321,3
Ses01M_impro03_M007,Ses01M,private,train,474;4898;9322,3
Ses01M_impro03_M008,Ses01M,private,train,475;4899;9323,3
Ses01M_impro03_M010,Ses01M,private,train,476;4900;9324,3
Ses01M_impro03_M011,Ses01M,private,dev,52,1
Ses01M_impro03_M012,Ses01M,private,dev,53,1
Ses01M_impro03_M013,Ses01M,private,test,59,1
Ses01M_impro03_M014,Ses01M,private,test,60,1
Ses01M_impro03_M015,Ses01M,private,train,477;4901;9325,3
Ses01M_impro03_M016,Ses01M,private,test,61,1
Ses01M_impro03_M017,Ses01M,private,train,478;4902;9326,3
Ses01M_impro03_M018,Ses01M,private,train,479;4903;9327,3
Ses01M_impro03_M019,Ses01M,private,train,480;4904;9328,3
Ses01M_impro03_M020,Ses01M,private,test,62,1
Ses01M_impro03_M021,Ses01M,private,train,481;4905;9329,3
Ses01M_impro03_M022,Ses01M,private,train,482;4906;9330,3
Ses01M_impro03_M023,Ses01M,private,test,63,1
Ses01M_impro03_M024,Ses01M,private,train,483;4907;9331,3
Ses01M_impro04_F000,Ses01F,private,train,484;4908;9332,3
Ses01M_impro04_F002,Ses01F,private,train,485;4909;9333,3
Ses01M_impro04_F003,Ses01F,private,dev,54,1
Ses01M_impro04_F004,Ses01F,private,train,486;4910;9334,3
Ses01M_impro04_F005,Ses01F,private,train,487;4911;9335,3
Ses01M_impro04_F006,Ses01F,private,train,488;4912;9336,3
Ses01M_impro04_F007,Ses01F,private,test,64,1
Ses01M_impro04_F008,Ses01F,private,dev,55,1
Ses01M_impro04_F009,Ses01F,private,train,489;4913;9337,3
Ses01M_impro04_F010,Ses01F,private,dev,56,1
Ses01M_impro04_F011,Ses01F,private,train,490;4914;9338,3
Ses01M_impro04_F012,Ses01F,private,train,491;4915;9339,3
Ses01M_impro04_F013,Ses01F,private,train,492;4916;9340,3
Ses01M_impro04_F014,Ses01F,private,train,493;4917;9341,3
Ses01M_impro04_F015,Ses01F,private,train,494;4918;9342,3
Ses01M_impro04_F016,Ses01F,private,train,495;4919;9343,3
Ses01M_impro04_F017,Ses01F,private,train,496;4920;9344,3
Ses01M_impro04_F018,Ses01F,private,train,497;4921;9345,3
Ses01M_impro04_F019,Ses01F,private,dev,57,1
Ses01M_impro04_F020,Ses01F,private,dev,58,1
Ses01M_impro04_F021,Ses01F,private,dev,59,1
Ses01M_impro04_F022,Ses01F,private,train,498;4922;9346,3
Ses01M_impro04_F023,Ses01F,private,train,499;4923;9347,3
Ses01M_impro04_F025,Ses01F,private,train,500;4924;9348,3
Ses01M_impro04_M014,Ses01M,private,test,65,1
Ses01M_impro04_M018,Ses01M,private,train,501;4925;9349,3
Ses01M_impro04_M023,Ses01M,private,train,502;4926;9350,3
Ses01M_impro04_M025,Ses01M,private,test,66,1
Ses01M_impro05_F000,Ses01F,private,train,503;4927;9351,3
Ses01M_impro05_F001,Ses01F,private,train,504;4928;9352,3
Ses01M_impro05_F002,Ses01F,private,test,67,1
Ses01M_impro05_F003,Ses01F,private,dev,60,1
Ses01M_impro05_F004,Ses01F,private,dev,61,1
Ses01M_impro05_F005,Ses01F,private,train,505;4929;9353,3
Ses01M_impro05_F006,Ses01F,private,test,68,1
Ses01M_impro05_F007,Ses01F,private,dev,62,1
Ses01M_impro05_F011,Ses01F,private,train,506;4930;9354,3
Ses01M_impro05_F012,Ses01F,private,train,507;4931;9355,3
Ses01M_impro05_F013,Ses01F,private,train,508;4932;9356,3
Ses01M_impro05_F014,Ses01F,private,test,69,1
Ses01M_impro05_F015,Ses01F,private,train,509;4933;9357,3
Ses01M_impro05_F016,Ses01F,private,test,70,1
Ses01M_impro05_F017,Ses01F,private,train,510;4934;9358,3
Ses01M_impro05_F018,Ses01F,private,dev,63,1
Ses01M_impro05_F019,Ses01F,private,train,511;4935;9359,3
Ses01M_impro05_F020,Ses01F,private,dev,64,1
Ses01M_impro05_F021,Ses01F,private,dev,65,1
Ses01M_impro05_F022,Ses01F,private,train,512;4936;9360,3
Ses01M_impro05_F023,Ses01F,private,train,513;4937;9361,3
Ses01M_impro05_F024,Ses01F,private,train,514;4938;9362,3
Ses01M_impro05_F025,Ses01F,private,train,515;4939;9363,3
Ses01M_impro05_F026,Ses01F,private,test,71,1
Ses01M_impro05_F027,Ses01F,private,train,516;4940;9364,3
Ses01M_impro05_F028,Ses01F,private,train,517;4941;9365,3
Ses01M_impro05_F029,Ses01F,private,train,518;4942;9366,3
Ses01M_impro05_F030,Ses01F,private,train,519;4943;9367,3
Ses01M_impro05_F031,Ses01F,private,train,520;4944;9368,3
Ses01M_impro05_F032,Ses01F,private,train,521;4945;9369,3
Ses01M_impro05_F033,Ses01F,private,train,522;4946;9370,3
Ses01M_impro05_F034,Ses01F,private,train,523;4947;9371,3
Ses01M_impro05_M004,Ses01M,private,train,524;4948;9372,3
Ses01M_impro05_M005,Ses01M,private,train,525;4949;9373,3
Ses01M_impro05_M006,Ses01M,private,train,526;4950;9374,3
Ses01M_impro05_M007,Ses01M,private,train,527;4951;9375,3
Ses01M_impro05_M008,Ses01M,private,train,528;4952;9376,3
Ses01M_impro05_M015,Ses01M,private,train,529;4953;9377,3
Ses01M_impro05_M020,Ses01M,private,train,530;4954;9378,3
Ses01M_impro05_M021,Ses01M,private,test,72,1
Ses01M_impro05_M022,Ses01M,private,train,531;4955;9379,3
Ses01M_impro05_M023,Ses01M,private,train,532;4956;9380,3
Ses01M_impro05_M024,Ses01M,private,train,533;4957;9381,3
Ses01M_impro05_M025,Ses01M,private,train,534;4958;9382,3
Ses01M_impro05_M026,Ses01M,private,train,535;4959;9383,3
Ses01M_impro05_M027,Ses01M,private,train,536;4960;9384,3
Ses01M_impro05_M028,Ses01M,private,train,537;4961;9385,3
Ses01M_impro05_M031,Ses01M,private,dev,66,1
Ses01M_impro06_F000,Ses01F,private,train,538;4962;9386,3
Ses01M_impro06_F001,Ses01F,private,train,539;4963;9387,3
Ses01M_impro06_F002,Ses01F,private,train,540;4964;9388,3
Ses01M_impro06_F003,Ses01F,private,train,541;4965;9389,3
Ses01M_impro06_F004,Ses01F,private,train,542;4966;9390,3
Ses01M_impro06_F005,Ses01F,private,test,73,1
Ses01M_impro06_F006,Ses01F,private,train,543;4967;9391,3
Ses01M_impro06_F007,Ses01F,private,train,544;4968;9392,3
Ses01M_impro06_F008,Ses01F,private,train,545;4969;9393,3
Ses01M_impro06_F009,Ses01F,private,train,546;4970;9394,3
Ses01M_impro06_F010,Ses01F,private,test,74,1
Ses01M_impro06_F011,Ses01F,private,train,547;4971;9395,3
Ses01M_impro06_F012,Ses01F,private,test,75,1
Ses01M_impro06_F013,Ses01F,private,train,548;4972;9396,3
Ses01M_impro06_F014,Ses01F,private,train,549;4973;9397,3
Ses01M_impro06_F015,Ses01F,private,train,550;4974;9398,3
Ses01M_impro06_F016,Ses01F,private,train,551;4975;9399,3
Ses01M_impro06_F017,Ses01F,private,train,552;4976;9400,3
Ses01M_impro06_F018,Ses01F,private,train,553;4977;9401,3
Ses01M_impro06_F019,Ses01F,private,dev,67,1
Ses01M_impro06_F020,Ses01F,private,train,554;4978;9402,3
Ses01M_impro06_F021,Ses01F,private,train,555;4979;9403,3
Ses01M_impro06_F022,Ses01F,private,train,556;4980;9404,3
Ses01M_impro06_F023,Ses01F,private,train,557;4981;9405,3
Ses01M_impro06_F024,Ses01F,private,train,558;4982;9406,3
Ses01M_impro06_F025,Ses01F,private,train,559;4983;9407,3
Ses01M_impro06_F026,Ses01F,private,train,560;4984;9408,3
Ses01M_impro06_F027,Ses01F,private,train,561;4985;9409,3
Ses01M_impro06_F028,Ses01F,private,train,562;4986;9410,3
Ses01M_impro06_M000,Ses01M,private,train,563;4987;9411,3
Ses01M_impro06_M001,Ses01M,private,train,564;4988;9412,3
Ses01M_impro06_M002,Ses01M,private,train,565;4989;9413,3
Ses01M_impro06_M003,Ses01M,private,train,566;4990;9414,3
Ses01M_impro06_M004,Ses01M,private,train,567;4991;9415,3
Ses01M_impro06_M005,Ses01M,private,train,568;4992;9416,3
Ses01M_impro06_M006,Ses01M,private,train,569;4993;9417,3
Ses01M_impro06_M007,Ses01M,private,train,570;4994;9418,3
Ses01M_impro06_M008,Ses01M,private,train,571;4995;9419,3
Ses01M_impro06_M009,Ses01M,private,train,572;4996;9420,3
Ses01M_impro06_M010,Ses01M,private,train,573;4997;9421,3
Ses01M_impro06_M011,Ses01M,private,train,574;4998;9422,3
Ses01M_impro06_M012,Ses01M,private,train,575;4999;9423,3
Ses01M_impro06_M013,Ses01M,private,train,576;5000;9424,3
Ses01M_impro06_M014,Ses01M,private,train,577;5001;9425,3
Ses01M_impro06_M015,Ses01M,private,train,578;5002;9426,3
Ses01M_impro06_M016,Ses01M,private,train,579;5003;9427,3
Ses01M_impro06_M017,Ses01M,private,train,580;5004;9428,3
Ses01M_impro06_M018,Ses01M,private,test,76,1
Ses01M_impro06_M019,Ses01M,private,train,581;5005;9429,3
Ses01M_impro06_M020,Ses01M,private,train,582;5006;9430,3
Ses01M_impro06_M021,Ses01M,private,train,583;5007;9431,3
Ses01M_impro06_M022,Ses01M,private,train,584;5008;9432,3
Ses01M_impro06_M023,Ses01M,private,train,585;5009;9433,3
Ses01M_impro06_M024,Ses01M,private,test,77,1
Ses01M_impro06_M025,Ses01M,private,train,586;5010;9434,3
Ses01M_impro06_M026,Ses01M,private,test,78,1
Ses01M_impro06_M027,Ses01M,private,train,587;5011;9435,3
Ses01M_impro06_M028,Ses01M,private,train,588;5012;9436,3
Ses01M_impro06_M029,Ses01M,private,train,589;5013;9437,3
Ses01M_impro06_M030,Ses01M,private,train,590;5014;9438,3
Ses01M_impro07_F000,Ses01F,private,train,591;5015;9439,3
Ses01M_impro07_F001,Ses01F,private,train,592;5016;9440,3
Ses01M_impro07_F003,Ses01F,private,train,593;5017;9441,3
Ses01M_impro07_F004,Ses01F,private,train,594;5018;9442,3
Ses01M_impro07_F005,Ses01F,private,train,595;5019;9443,3
Ses01M_impro07_F006,Ses01F,private,dev,68,1
Ses01M_impro07_F007,Ses01F,private,train,596;5020;9444,3
Ses01M_impro07_F008,Ses01F,private,train,597;5021;9445,3
Ses01M_impro07_F009,Ses01F,private,dev,69,1
Ses01M_impro07_F010,Ses01F,private,train,598;5022;9446,3
Ses01M_impro07_F011,Ses01F,private,train,599;5023;9447,3
Ses01M_impro07_F012,Ses01F,private,train,600;5024;9448,3
Ses01M_impro07_F013,Ses01F,private,train,601;5025;9449,3
Ses01M_impro07_F014,Ses01F,private,test,79,1
Ses01M_impro07_F015,Ses01F,private,train,602;5026;9450,3
Ses01M_impro07_F016,Ses01F,private,train,603;5027;9451,3
Ses01M_impro07_F018,Ses01F,private,train,604;5028;9452,3
Ses01M_impro07_F020,Ses01F,private,test,80,1
Ses01M_impro07_F021,Ses01F,private,dev,70,1
Ses01M_impro07_F022,Ses01F,private,train,605;5029;9453,3
Ses01M_impro07_F023,Ses01F,private,train,606;5030;9454,3
Ses01M_impro07_F024,Ses01F,private,train,607;5031;9455,3
Ses01M_impro07_F025,Ses01F,private,train,608;5032;9456,3
Ses01M_impro07_F026,Ses01F,private,dev,71,1
Ses01M_impro07_F027,Ses01F,private,train,609;5033;9457,3
Ses01M_impro07_F033,Ses01F,private,train,610;5034;9458,3
Ses01M_impro07_F034,Ses01F,private,train,611;5035;9459,3
Ses01M_impro07_M000,Ses01M,private,train,612;5036;9460,3
Ses01M_impro07_M001,Ses01M,private,test,81,1
Ses01M_impro07_M002,Ses01M,private,train,613;5037;9461,3
Ses01M_impro07_M003,Ses01M,private,train,614;5038;9462,3
Ses01M_impro07_M004,Ses01M,private,train,615;5039;9463,3
Ses01M_impro07_M005,Ses01M,private,train,616;5040;9464,3
Ses01M_impro07_M006,Ses01M,private,dev,72,1
Ses01M_impro07_M007,Ses01M,private,train,617;5041;9465,3
Ses01M_impro07_M008,Ses01M,private,train,618;5042;9466,3
Ses01M_impro07_M009,Ses01M,private,train,619;5043;9467,3
Ses01M_impro07_M010,Ses01M,private,train,620;5044;9468,3
Ses01M_impro07_M011,Ses01M,private,train,621;5045;9469,3
Ses01M_impro07_M013,Ses01M,private,train,622;5046;9470,3
Ses01M_impro07_M017,Ses01M,private,test,82,1
Ses01M_impro07_M018,Ses01M,private,train,623;5047;9471,3
Ses01M_impro07_M019,Ses01M,private,train,624;5048;9472,3
Ses01M_impro07_M020,Ses01M,private,train,625;5049;9473,3
Ses01M_impro07_M024,Ses01M,private,train,626;5050;9474,3
Ses01M_impro07_M026,Ses01M,private,train,627;5051;9475,3
Ses01M_impro07_M030,Ses01M,private,train,628;5052;9476,3
Ses01M_impro07_M032,Ses01M,private,train,629;5053;9477,3
Ses01M_impro07_M033,Ses01M,private,train,630;5054;9478,3
Ses01M_script01_1_F004,Ses01F,private,dev,73,1
Ses01M_script01_1_F005,Ses01F,private,train,631;5055;9479,3
Ses01M_script01_1_F006,Ses01F,private,train,632;5056;9480,3
Ses01M_script01_1_F008,Ses01F,private,dev,74,1
Ses01M_script01_1_F011,Ses01F,private,train,633;5057;9481,3
Ses01M_script01_1_F014,Ses01F,private,train,634;5058;9482,3
Ses01M_script01_1_F015,Ses01F,private,train,635;5059;9483,3
Ses01M_script01_1_F016,Ses01F,private,dev,75,1
Ses01M_script01_1_F017,Ses01F,private,train,636;5060;9484,3
Ses01M_script01_1_F020,Ses01F,private,train,637;5061;9485,3
